study_version,threshold_policy,window_days,entries_per_day,positive_group,n_positive,n_negative,threshold,true_positive,false_positive,false_negative,true_negative,precision,recall,f1,false_positive_rate,f1_ci_low,f1_ci_high,recall_ci_low,recall_ci_high,false_positive_rate_ci_low,false_positive_rate_ci_high,auroc,auroc_ci_low,auroc_ci_high,auroc_deviation_only,auroc_rules_only,auroc_temporal_shift_only,mean_temporal_shift_positive,mean_temporal_shift_negative,not_enough_data_rate,baseline_mean_error_in_sd,baseline_mean_error_ci_low,baseline_mean_error_ci_high,baseline_std_relative_error,oracle_f1_in_hindsight,oracle_threshold_in_hindsight
data-sufficiency-1,max_f1,14,3,shift_large,120,120,3.8805,119,21,1,99,0.85,0.9916666666666667,0.9153846153846154,0.175,0.87747,0.949807,0.954304,0.998527,0.117405,0.252757,0.9941666666666666,0.987277,0.998821,0.9926388888888888,0.9805208333333333,0.5663888888888889,2.5262499999999997,2.32,0.0,0.21344081666666667,0.205112,0.222284,0.17434589166666664,0.966387,5.139
data-sufficiency-1,max_f1,14,3,all_shift,240,120,3.8805,207,21,33,99,0.9078947368421053,0.8625,0.8846153846153847,0.175,0.851768,0.914049,0.81319,0.900389,0.117405,0.252757,0.9224826388888889,0.895972,0.947442,0.9363541666666667,0.9108159722222222,0.5432986111111111,2.457083333333333,2.32,0.0,0.2140232111111111,0.207407,0.220536,0.17761032222222223,0.892241,4.0465
data-sufficiency-1,max_f1,14,5,shift_moderate,120,120,3.8805,108,18,12,102,0.8571428571428571,0.9,0.8780487804878048,0.15,0.832618,0.91893,0.833318,0.941866,0.097038,0.224675,0.9418402777777778,0.911868,0.968628,0.9554166666666667,0.9113194444444445,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.21302753333333335,0.20526,0.221058,0.16689423333333334,0.885246,3.916
data-sufficiency-1,max_f1,14,5,shift_large,120,120,3.8805,120,18,0,102,0.8695652173913043,1.0,0.9302325581395349,0.15,0.894737,0.959642,0.968981,1.0,0.097038,0.224675,0.9996527777777777,0.998744,1.0,0.9996527777777777,0.9851736111111111,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.20710950416666668,0.199488,0.214636,0.16402809999999998,0.991736,5.3795
data-sufficiency-1,max_f1,14,5,all_shift,240,120,3.8805,228,18,12,102,0.926829268292683,0.95,0.9382716049382716,0.15,0.915661,0.959843,0.914652,0.97117,0.097038,0.224675,0.9707465277777778,0.954835,0.984432,0.9775347222222223,0.9482465277777777,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.2104791666666667,0.204083,0.21696,0.16627454166666666,0.942149,3.916
data-sufficiency-1,max_f1,21,1,shift_moderate,120,120,3.8805,56,15,64,105,0.7887323943661971,0.4666666666666667,0.5863874345549738,0.125,0.5,0.666667,0.379829,0.555572,0.077235,0.196029,0.7354513888888888,0.66786,0.797146,0.7696527777777777,0.7028819444444444,0.5771875,2.42,2.2020833333333334,0.0,0.17431906666666663,0.167656,0.181349,0.17820642916666665,0.721429,2.5675
data-sufficiency-1,max_f1,21,1,shift_large,120,120,3.8805,104,15,16,105,0.8739495798319328,0.8666666666666667,0.8702928870292886,0.125,0.822579,0.911402,0.794352,0.916234,0.077235,0.196029,0.9201041666666666,0.881768,0.953201,0.9271180555555556,0.9238194444444444,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.17620455,0.169834,0.183037,0.17940602083333335,0.881633,3.6745
data-sufficiency-1,max_f1,21,1,all_shift,240,120,3.8805,160,15,80,105,0.9142857142857143,0.6666666666666666,0.7710843373493975,0.125,0.725915,0.814286,0.604815,0.723267,0.077235,0.196029,0.8277777777777777,0.784649,0.86719,0.8483854166666667,0.8133506944444444,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.17339213055555555,0.168222,0.178489,0.17765768333333334,0.838835,2.5565
data-sufficiency-1,max_f1,21,3,shift_moderate,120,120,3.8805,89,22,31,98,0.8018018018018018,0.7416666666666667,0.7705627705627706,0.18333333333333332,0.704752,0.82626,0.656715,0.811626,0.124303,0.262009,0.8508680555555556,0.797256,0.896562,0.8820486111111111,0.8500347222222222,0.5202083333333334,2.3879166666666665,2.32,0.0,0.17293024999999998,0.16673,0.179497,0.14498152083333332,0.778281,4.1685
data-sufficiency-1,max_f1,21,3,shift_large,120,120,3.8805,119,22,1,98,0.8439716312056738,0.9916666666666667,0.9118773946360154,0.18333333333333332,0.872241,0.945319,0.954304,0.998527,0.124303,0.262009,0.9926388888888888,0.984172,0.998384,0.9900347222222222,0.9799652777777778,0.5663888888888889,2.5262499999999997,2.32,0.0,0.175243425,0.169158,0.182018,0.14333296666666667,0.966387,5.118
data-sufficiency-1,max_f1,21,3,all_shift,240,120,3.8805,208,22,32,98,0.9043478260869565,0.8666666666666667,0.8851063829787233,0.18333333333333332,0.852097,0.914292,0.817834,0.903946,0.124303,0.262009,0.9217534722222223,0.891286,0.946529,0.9360416666666667,0.915,0.5432986111111111,2.457083333333333,2.32,0.0,0.17508620555555557,0.169901,0.180352,0.14547329444444443,0.891304,4.1685
data-sufficiency-1,max_f1,21,5,shift_moderate,120,120,3.8805,108,14,12,106,0.8852459016393442,0.9,0.8925619834710743,0.11666666666666667,0.847998,0.931038,0.833318,0.941866,0.070781,0.186334,0.9434722222222223,0.91265,0.969288,0.9553125,0.9141666666666667,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.17374593333333335,0.16745,0.180175,0.13704422083333334,0.892562,3.868
data-sufficiency-1,max_f1,21,5,shift_large,120,120,3.8805,120,14,0,106,0.8955223880597015,1.0,0.9448818897637796,0.11666666666666667,0.91428,0.970588,0.968981,1.0,0.070781,0.186334,0.9997222222222222,0.998956,1.0,0.9996527777777777,0.9857638888888889,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.17293640833333335,0.166663,0.178933,0.13415172916666668,0.991736,5.1015
data-sufficiency-1,max_f1,21,5,all_shift,240,120,3.8805,228,14,12,106,0.9421487603305785,0.95,0.946058091286307,0.11666666666666667,0.922747,0.965657,0.914652,0.97117,0.070781,0.186334,0.9715972222222222,0.955645,0.984578,0.9774826388888889,0.9499652777777777,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.17345529444444446,0.168459,0.178751,0.13628373333333332,0.946058,3.868
data-sufficiency-1,max_f1,30,1,shift_moderate,120,120,3.8805,58,15,62,105,0.7945205479452054,0.48333333333333334,0.6010362694300518,0.125,0.516845,0.677249,0.395836,0.571864,0.077235,0.196029,0.7433680555555555,0.679783,0.804131,0.7621875,0.7117013888888889,0.5771875,2.42,2.2020833333333334,0.0,0.14737644999999996,0.142127,0.152455,0.14722789999999997,0.724638,2.575
data-sufficiency-1,max_f1,30,1,shift_large,120,120,3.8805,104,15,16,105,0.8739495798319328,0.8666666666666667,0.8702928870292886,0.125,0.822031,0.914028,0.794352,0.916234,0.077235,0.196029,0.9295138888888889,0.894335,0.961256,0.9334375,0.9264930555555555,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.15066979583333334,0.14521,0.156015,0.14704092916666667,0.881633,3.6865
data-sufficiency-1,max_f1,30,1,all_shift,240,120,3.8805,162,15,78,105,0.9152542372881356,0.675,0.7769784172661871,0.125,0.731956,0.81945,0.613391,0.731096,0.077235,0.196029,0.8364409722222222,0.795804,0.875223,0.8478125,0.8190972222222223,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.14860121944444443,0.144298,0.152961,0.14726494722222222,0.841487,2.575
data-sufficiency-1,max_f1,30,3,shift_moderate,120,120,3.8805,91,20,29,100,0.8198198198198198,0.7583333333333333,0.7878787878787877,0.16666666666666666,0.724888,0.845528,0.674499,0.826142,0.11056,0.243453,0.8486111111111111,0.794538,0.896608,0.8893055555555556,0.8378125,0.5202083333333334,2.3879166666666665,2.32,0.0,0.14633500833333332,0.141221,0.151601,0.12470312916666668,0.792952,3.9835
data-sufficiency-1,max_f1,30,3,shift_large,120,120,3.8805,119,20,1,100,0.8561151079136691,0.9916666666666667,0.918918918918919,0.16666666666666666,0.880301,0.951614,0.954304,0.998527,0.11056,0.243453,0.9915972222222222,0.982626,0.997914,0.9929166666666667,0.974375,0.5663888888888889,2.5262499999999997,2.32,0.0,0.14575935833333334,0.140479,0.150789,0.12140285833333332,0.962963,4.5695
data-sufficiency-1,max_f1,30,3,all_shift,240,120,3.8805,210,20,30,100,0.9130434782608695,0.875,0.8936170212765957,0.16666666666666666,0.862065,0.921851,0.827164,0.911021,0.11056,0.243453,0.9201041666666666,0.892435,0.945588,0.9411111111111111,0.90609375,0.5432986111111111,2.457083333333333,2.32,0.0,0.14717858333333333,0.142951,0.151509,0.12432703888888888,0.896996,3.9835
data-sufficiency-1,max_f1,30,5,shift_moderate,120,120,3.8805,106,12,14,108,0.8983050847457628,0.8833333333333333,0.8907563025210085,0.1,0.846154,0.931174,0.813666,0.929219,0.058134,0.166682,0.9451736111111111,0.91636,0.969844,0.9620833333333333,0.9076041666666667,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.1467780125,0.141421,0.151992,0.113667425,0.890756,3.9185
data-sufficiency-1,max_f1,30,5,shift_large,120,120,3.8805,120,12,0,108,0.9090909090909091,1.0,0.9523809523809523,0.1,0.923077,0.977099,0.968981,1.0,0.058134,0.166682,0.9999305555555555,0.999583,1.0,0.9996527777777777,0.9858333333333333,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.14638501666666665,0.140939,0.151545,0.11301832916666665,0.995851,5.1545
data-sufficiency-1,max_f1,30,5,all_shift,240,120,3.8805,226,12,14,108,0.9495798319327731,0.9416666666666667,0.9456066945606694,0.1,0.923069,0.965254,0.90448,0.964938,0.058134,0.166682,0.9725520833333333,0.956795,0.985892,0.9808680555555556,0.94671875,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.14672980277777778,0.142304,0.151266,0.11401610833333334,0.945607,3.9185
